CustomerID,StartTime,EndTime,AvgHR,MaxHR,AvgMPH,MaxMPH,AvgOxygen,ElevationGain,KCal,Weight,Age
100538,022224 16:21:00,022224 16:58:00,148,148,11,12,90,2184,120,149,28
100539,022224 20:28:00,022224 20:58:00,135,164,12,17,90,1907,149,240,21
100540,022224 15:43:00,022224 16:17:00,165,179,20,32,90,3191,207,176,43
100541,022224 08:14:00,022224 09:24:00,160,178,13,34,95,293,131,177,43
100542,022224 17:18:00,022224 17:56:00,157,177,13,34,90,3336,145,124,21
100543,022224 07:28:00,022224 08:00:00,168,169,10,28,97,3849,193,187,55
100544,022224 18:24:00,022224 19:18:00,162,165,11,15,90,2710,178,130,28
100545,022224 22:03:00,022224 22:52:00,142,146,19,42,90,287,176,247,25
100546,022224 18:59:00,022224 19:37:00,155,168,11,27,90,3631,226,189,59
100547,022224 05:01:00,022224 06:08:00,141,158,19,36,90,1466,269,179,22
100548,022224 13:57:00,022224 14:17:00,156,179,18,29,90,2995,99,155,35
100549,022224 08:50:00,022224 09:05:00,147,173,19,38,90,1607,83,238,58
100550,022224 05:18:00,022224 05:38:00,153,155,12,21,97,1306,44,134,37
100551,022224 15:23:00,022224 15:35:00,137,140,16,26,90,3861,49,114,48
100552,022224 11:12:00,022224 12:00:00,161,169,12,50,90,392,68,135,57
100553,022224 16:06:00,022224 17:24:00,153,169,20,20,98,858,197,133,46
100554,022224 09:31:00,022224 10:09:00,159,168,20,40,90,1891,200,203,74
100555,022224 09:56:00,022224 10:34:00,169,175,11,46,90,1636,144,208,20
100556,022224 21:03:00,022224 22:18:00,140,152,11,38,90,1318,155,129,46
100557,022224 19:46:00,022224 20:24:00,135,155,19,35,90,1680,135,149,56
100558,022224 06:09:00,022224 06:52:00,147,155,16,40,90,1001,174,234,37
100559,022224 16:02:00,022224 16:18:00,155,172,15,50,95,1030,63,235,59
100560,022224 17:11:00,022224 17:32:00,169,179,15,20,99,922,57,169,74
100561,022224 22:50:00,022224 23:23:00,137,164,19,37,90,172,109,241,43
100562,022224 16:03:00,022224 17:27:00,141,150,16,34,90,279,252,240,62
100563,022224 10:14:00,022224 11:22:00,157,166,11,26,94,1256,157,147,23
100564,022224 14:17:00,022224 15:13:00,151,153,12,33,90,686,120,171,37
100565,022224 22:05:00,022224 22:36:00,166,169,16,32,90,498,89,206,63
100566,022224 09:58:00,022224 10:17:00,167,175,19,31,90,3802,155,215,26
100567,022224 19:24:00,022224 19:47:00,149,168,18,34,90,969,74,176,66
100568,022224 07:53:00,022224 08:29:00,151,180,20,20,96,210,116,220,23
100569,022224 12:23:00,022224 12:57:00,154,179,10,11,90,2764,177,208,52
100570,022224 19:01:00,022224 19:44:00,145,177,15,49,90,241,78,158,31
100571,022224 11:36:00,022224 12:19:00,137,163,18,23,90,1164,98,116,50
100572,022224 10:48:00,022224 11:13:00,136,144,15,33,99,2107,82,138,67
100573,022224 18:43:00,022224 19:46:00,139,149,14,22,90,1756,246,186,36
100574,022224 07:36:00,022224 09:02:00,155,176,18,49,90,2515,571,231,73
100575,022224 14:30:00,022224 15:28:00,159,175,10,18,90,3494,366,211,33
100576,022224 06:05:00,022224 07:20:00,141,177,14,25,90,148,187,242,46
100577,022224 22:41:00,022224 23:35:00,145,167,15,36,90,2674,165,110,35
100578,022224 13:56:00,022224 14:25:00,148,176,18,27,90,1707,101,150,29
100579,022224 08:25:00,022224 08:56:00,170,170,10,18,90,2993,103,125,18
100580,022224 20:11:00,022224 21:00:00,149,157,12,50,90,3637,379,240,57
100581,022224 19:42:00,022224 20:11:00,153,176,18,20,90,3225,125,129,23
100582,022224 12:24:00,022224 13:20:00,167,169,18,23,90,793,214,222,76
100583,022224 16:59:00,022224 17:40:00,149,157,13,20,90,3038,253,214,27
100584,022224 22:38:00,022224 23:14:00,164,174,17,42,90,1698,95,117,76
100585,022224 17:48:00,022224 18:38:00,146,165,16,23,97,347,147,228,63
100586,022224 08:55:00,022224 10:16:00,166,174,10,49,90,2297,190,107,22
100587,022224 12:20:00,022224 13:19:00,160,173,20,48,90,3462,425,198,67
100588,022224 07:32:00,022224 08:14:00,143,172,13,35,90,3663,258,186,63
100589,022224 08:35:00,022224 08:50:00,160,170,13,17,90,940,34,156,51
100590,022224 08:27:00,022224 08:43:00,164,170,20,23,90,3,21,100,57
100591,022224 12:16:00,022224 12:57:00,149,174,10,43,90,325,39,110,32
100592,022224 22:31:00,022224 22:46:00,151,158,10,22,98,1768,57,206,72
100593,022224 22:03:00,022224 22:35:00,167,176,14,32,90,2873,131,144,36
100594,022224 18:20:00,022224 19:37:00,135,164,16,46,98,550,246,223,67
100595,022224 16:10:00,022224 16:43:00,136,158,11,46,90,3274,236,246,40
100596,022224 14:15:00,022224 15:09:00,169,169,15,30,90,3230,296,174,66
100597,022224 18:54:00,022224 19:47:00,172,176,12,34,90,2495,297,228,16
100598,022224 05:56:00,022224 06:37:00,153,159,13,26,99,1627,180,226,55
100599,022224 07:11:00,022224 07:36:00,161,171,19,37,90,910,96,207,41
100600,022224 21:07:00,022224 21:37:00,139,176,13,38,95,3482,156,164,65
100601,022224 11:45:00,022224 12:20:00,169,171,18,19,98,68,64,149,45
100602,022224 22:24:00,022224 22:40:00,165,180,11,17,99,273,18,127,72
100603,022224 11:34:00,022224 12:37:00,166,171,11,38,90,3958,380,179,32
100604,022224 13:28:00,022224 14:02:00,142,169,17,21,90,2265,224,250,51
100605,022224 21:41:00,022224 22:26:00,166,166,14,49,90,814,156,236,66
100606,022224 14:19:00,022224 14:41:00,144,178,12,31,90,368,51,226,39
100607,022224 09:31:00,022224 09:51:00,163,175,10,48,90,1382,68,215,29
100608,022224 07:25:00,022224 08:17:00,141,150,14,39,90,520,161,242,71
100609,022224 15:23:00,022224 16:02:00,142,152,18,29,90,3697,292,205,36
100610,022224 09:35:00,022224 10:29:00,138,173,16,48,90,1205,158,157,17
100611,022224 13:17:00,022224 13:54:00,141,145,15,27,90,2232,125,136,75
100612,022224 13:11:00,022224 13:44:00,143,159,17,38,90,2801,202,205,74
100613,022224 09:27:00,022224 10:31:00,141,175,12,35,96,1269,232,221,59
100614,022224 20:06:00,022224 21:05:00,138,170,15,36,97,1370,222,197,63
100615,022224 21:16:00,022224 21:47:00,138,167,11,14,95,493,51,155,66
100616,022224 13:35:00,022224 14:03:00,156,179,11,13,90,1152,68,164,39
100617,022224 18:06:00,022224 18:40:00,141,180,15,38,90,597,110,232,16
100618,022224 15:30:00,022224 16:01:00,170,177,18,28,95,653,67,133,47
100619,022224 11:33:00,022224 11:43:00,154,173,18,19,90,2724,44,149,53
100620,022224 20:45:00,022224 21:44:00,166,170,14,27,90,153,121,199,65
100621,022224 14:02:00,022224 14:26:00,148,164,18,50,90,3518,102,120,36
100622,022224 07:33:00,022224 08:08:00,147,176,18,44,90,1943,110,127,26
100623,022224 16:09:00,022224 16:40:00,152,156,15,37,90,3105,213,224,20
100624,022224 11:04:00,022224 11:38:00,171,175,12,34,90,2867,179,195,38
100625,022224 20:19:00,022224 20:46:00,151,177,20,38,90,2424,93,117,57
100626,022224 22:12:00,022224 23:01:00,168,176,10,10,90,750,140,246,63
100627,022224 15:25:00,022224 16:27:00,167,174,13,29,90,24,101,186,29
100628,022224 08:16:00,022224 08:40:00,164,170,10,20,90,2951,135,214,58
100629,022224 19:36:00,022224 19:55:00,147,149,10,14,90,583,30,152,37
100630,022224 06:48:00,022224 07:10:00,160,161,14,50,90,3505,105,146,34
100631,022224 19:12:00,022224 20:06:00,146,162,11,45,90,2072,242,212,46
100632,022224 09:30:00,022224 09:54:00,165,177,10,22,90,1601,59,142,37
100633,022224 07:08:00,022224 07:56:00,142,158,13,40,99,547,117,199,62
100634,022224 08:40:00,022224 09:19:00,162,173,10,28,90,592,71,173,35
100635,022224 05:48:00,022224 06:44:00,141,157,16,27,90,979,200,208,54
100636,022224 07:46:00,022224 08:53:00,140,176,19,50,90,3606,602,245,56
100637,022224 17:16:00,022224 17:41:00,161,179,14,36,95,1071,85,208,36
100638,022224 19:58:00,022224 20:49:00,151,154,20,22,90,252,104,136,42
100639,022224 07:37:00,022224 08:29:00,165,180,18,40,90,1978,310,237,28
100640,022224 08:11:00,022224 08:39:00,157,168,12,19,90,2198,146,231,46
100641,022224 13:06:00,022224 13:51:00,160,167,10,46,90,868,117,209,48
100642,022224 16:46:00,022224 17:11:00,148,155,20,43,90,2421,162,220,68
100643,022224 06:30:00,022224 07:18:00,141,170,14,27,98,573,64,102,22
100644,022224 10:42:00,022224 11:41:00,151,173,15,20,90,659,98,116,55
100645,022224 18:55:00,022224 19:47:00,145,167,12,37,90,2667,205,153,72
100646,022224 13:06:00,022224 13:49:00,170,173,11,45,90,3364,261,204,54
100647,022224 19:08:00,022224 19:31:00,161,175,19,37,90,1272,92,190,71
100648,022224 17:14:00,022224 17:37:00,142,163,17,34,90,3384,190,244,39
100649,022224 15:18:00,022224 15:45:00,169,169,19,22,95,857,92,186,41
100650,022224 17:18:00,022224 17:51:00,170,178,19,40,99,1888,154,185,62
100651,022224 08:50:00,022224 09:53:00,157,168,11,48,90,1646,249,216,51
100652,022224 11:21:00,022224 11:43:00,164,179,18,27,90,2054,93,165,31
100653,022224 06:30:00,022224 07:15:00,159,160,15,48,94,3987,232,141,62
100654,022224 21:42:00,022224 22:37:00,165,169,20,41,90,651,141,146,72
100655,022224 15:03:00,022224 16:29:00,163,178,12,46,90,2505,399,188,33
100656,022224 06:18:00,022224 07:25:00,164,178,13,14,90,81,79,129,64
100657,022224 18:08:00,022224 18:50:00,149,161,15,27,90,673,76,125,18
100658,022224 18:42:00,022224 19:37:00,135,162,18,18,98,3113,385,214,61
100659,022224 08:55:00,022224 09:38:00,148,164,16,31,90,341,123,222,69
100660,022224 10:49:00,022224 11:56:00,155,169,19,20,90,2509,405,206,73
100661,022224 05:53:00,022224 07:04:00,168,171,17,40,90,2331,276,145,49
100662,022224 15:08:00,022224 15:55:00,159,166,13,49,90,1656,186,201,70
100663,022224 12:58:00,022224 13:29:00,166,178,14,22,90,512,93,237,43
100664,022224 14:09:00,022224 15:07:00,168,172,14,43,90,2266,321,227,30
100665,022224 18:00:00,022224 19:10:00,158,179,16,31,90,201,158,188,65
100666,022224 21:49:00,022224 22:18:00,142,174,13,27,90,3053,189,225,42
100667,022224 06:24:00,022224 06:55:00,140,145,16,49,90,1403,105,170,74
100668,022224 21:11:00,022224 22:14:00,145,175,19,32,90,299,103,112,35
100669,022224 08:48:00,022224 09:01:00,140,177,10,23,90,3816,75,182,58
100670,022224 08:20:00,022224 09:36:00,151,160,12,41,99,2452,305,165,34
100671,022224 10:01:00,022224 11:07:00,148,157,14,35,90,311,99,132,36
100672,022224 19:08:00,022224 19:59:00,140,163,17,46,90,3431,258,148,58
100673,022224 13:41:00,022224 14:29:00,151,172,20,25,90,550,200,246,60
100674,022224 14:38:00,022224 15:25:00,137,163,16,44,97,1139,136,159,41
100675,022224 12:20:00,022224 12:49:00,159,160,19,46,90,673,92,186,37
100676,022224 22:08:00,022224 23:08:00,144,145,17,30,90,1674,222,165,42
100677,022224 13:06:00,022224 13:42:00,140,155,18,50,90,3413,217,174,62
100678,022224 22:13:00,022224 23:20:00,150,162,20,41,97,1805,334,197,69
100679,022224 19:12:00,022224 19:35:00,159,165,14,30,90,210,35,145,57
100680,022224 17:43:00,022224 18:12:00,138,150,20,46,90,2448,165,192,68
100681,022224 10:20:00,022224 10:57:00,161,173,12,28,90,3688,206,171,58
100682,022224 07:41:00,022224 08:31:00,145,174,14,46,90,2131,262,223,76
100683,022224 12:56:00,022224 13:21:00,135,159,19,38,98,554,90,221,53
100684,022224 05:59:00,022224 06:35:00,161,164,18,41,90,2678,208,194,30
100685,022224 10:52:00,022224 12:03:00,165,173,20,25,90,1011,329,231,30
100686,022224 14:07:00,022224 14:39:00,164,175,15,24,90,80,74,221,57
100687,022224 21:08:00,022224 21:48:00,169,172,12,16,90,3987,236,171,35
100688,022224 21:23:00,022224 21:52:00,166,180,15,16,90,3914,152,146,52
100689,022224 08:59:00,022224 10:07:00,158,167,10,35,95,2348,271,179,76
100690,022224 22:08:00,022224 22:41:00,146,160,15,27,90,1581,94,140,36
100691,022224 20:39:00,022224 21:56:00,135,173,15,32,90,1570,329,209,62
100692,022224 19:06:00,022224 20:00:00,158,177,17,48,90,2291,192,134,25
100693,022224 22:05:00,022224 22:33:00,162,169,18,20,90,1831,77,115,33
100694,022224 10:40:00,022224 11:15:00,148,171,19,28,90,2796,241,220,22
100695,022224 21:19:00,022224 21:42:00,145,174,16,25,90,2962,125,179,45
100696,022224 13:02:00,022224 14:15:00,165,173,13,33,90,3812,584,235,43
100697,022224 16:40:00,022224 17:06:00,155,160,15,37,90,1708,100,180,33
100698,022224 14:28:00,022224 15:00:00,147,171,10,39,90,3961,233,221,53
100699,022224 12:56:00,022224 14:10:00,150,163,20,33,90,725,328,244,45
100700,022224 14:32:00,022224 15:52:00,148,164,14,28,97,2189,434,227,51
100701,022224 21:12:00,022224 22:28:00,145,145,14,48,90,1819,285,175,62
100702,022224 18:11:00,022224 19:21:00,150,175,16,21,90,2125,399,230,27
100703,022224 14:20:00,022224 14:46:00,161,176,13,27,90,1557,102,206,57
100704,022224 13:29:00,022224 14:16:00,149,178,11,12,99,3083,190,145,62
100705,022224 10:49:00,022224 11:23:00,150,151,15,15,90,3579,216,188,27
100706,022224 11:20:00,022224 12:28:00,161,170,13,44,94,2207,205,129,21
100707,022224 20:02:00,022224 20:36:00,172,179,16,38,97,3276,269,244,23
100708,022224 13:25:00,022224 13:57:00,148,154,16,16,96,1715,159,226,28
100709,022224 09:27:00,022224 09:55:00,154,172,18,47,90,3769,103,100,44
100710,022224 07:00:00,022224 07:39:00,169,171,13,44,90,3137,250,217,71
100711,022224 17:38:00,022224 18:44:00,170,177,20,32,90,3427,542,227,72
100712,022224 15:27:00,022224 16:14:00,172,177,18,50,90,124,113,188,66
100713,022224 18:23:00,022224 19:40:00,167,167,18,33,90,3249,456,176,22
100714,022224 21:23:00,022224 22:13:00,147,169,13,23,90,3981,399,227,76
100715,022224 07:13:00,022224 07:55:00,160,172,19,34,90,3559,334,219,73
100716,022224 06:39:00,022224 07:31:00,148,157,18,49,90,2759,181,115,37
100717,022224 16:04:00,022224 16:48:00,153,158,10,32,90,794,76,146,50
100718,022224 12:49:00,022224 13:18:00,163,174,13,48,99,1071,88,193,61
100719,022224 22:44:00,022224 23:32:00,140,169,17,42,90,2929,308,208,42
100720,022224 09:20:00,022224 09:49:00,156,170,13,23,90,1591,59,107,58
100721,022224 13:47:00,022224 14:31:00,142,175,16,42,90,3613,168,110,56
100722,022224 05:19:00,022224 05:44:00,145,179,15,46,96,644,60,168,62
100723,022224 19:17:00,022224 19:47:00,150,158,19,43,90,467,53,113,49
100724,022224 09:07:00,022224 09:55:00,144,147,18,23,90,132,154,250,67
100725,022224 09:14:00,022224 09:50:00,148,165,20,38,99,3194,253,203,70
100726,022224 08:27:00,022224 08:59:00,140,169,19,24,90,3542,195,168,72
100727,022224 12:44:00,022224 12:58:00,142,175,20,31,90,180,37,185,22
100728,022224 06:12:00,022224 06:44:00,160,180,17,40,90,1539,91,132,69
100729,022224 09:03:00,022224 10:01:00,172,175,12,24,95,14,84,181,22
100730,022224 13:47:00,022224 14:28:00,154,170,20,36,90,3833,167,105,52
100731,022224 05:31:00,022224 06:03:00,138,179,15,24,90,2258,190,237,38
100732,022224 09:07:00,022224 09:53:00,140,170,17,50,90,1497,174,178,57
100733,022224 16:00:00,022224 16:23:00,149,160,13,15,97,478,52,194,24
100734,022224 12:49:00,022224 13:43:00,163,165,19,33,90,1373,142,121,65
100735,022224 14:12:00,022224 14:44:00,163,164,12,37,90,3659,190,184,24
100736,022224 18:33:00,022224 19:13:00,136,154,15,22,90,3781,283,201,20
100737,022224 21:00:00,022224 22:10:00,159,177,12,38,90,1062,233,221,35
100738,022224 15:34:00,022224 15:59:00,139,148,12,14,94,1640,94,200,64
100739,022224 10:33:00,022224 11:04:00,141,146,20,50,90,1294,79,117,18
100740,022224 11:37:00,022224 12:04:00,148,178,12,34,98,3188,173,220,64
100741,022224 16:20:00,022224 16:46:00,165,180,13,41,90,1564,77,156,42
100742,022224 12:53:00,022224 13:59:00,149,153,20,40,90,792,202,165,64
100743,022224 13:28:00,022224 14:33:00,156,178,13,46,98,661,159,188,41
100744,022224 18:23:00,022224 19:33:00,141,156,10,19,96,1517,156,133,44
100745,022224 13:31:00,022224 14:40:00,166,166,16,22,90,3782,393,159,23
100746,022224 09:11:00,022224 10:00:00,137,173,10,26,90,2417,166,149,46
100747,022224 22:47:00,022224 23:31:00,159,174,11,27,98,3978,172,116,23
100748,022224 19:18:00,022224 20:26:00,144,168,13,21,90,2521,337,195,41
100749,022224 09:41:00,022224 10:28:00,164,167,15,38,98,2552,293,231,35
