CustomerID,StartTime,EndTime,AvgHR,MaxHR,AvgMPH,MaxMPH,AvgOxygen,ElevationGain,KCal,Weight,Age
100083,020625 05:03:00,020625 05:54:00,147,154,10,22,91,476,545,142,90
100225,021425 18:06:00,021425 18:28:00,163,166,13,29,99,1428,577,203,22
100924,020325 11:54:00,020325 12:04:00,172,173,16,47,94,66,260,250,84
100441,020825 10:35:00,020825 11:20:00,155,156,15,46,92,1401,893,134,27
100303,021325 14:51:00,021325 15:37:00,163,167,13,27,94,574,1052,226,23
100749,012925 14:37:00,012925 15:33:00,158,162,18,22,96,3244,2581,176,75
100520,021125 07:25:00,021125 08:53:00,150,159,12,46,98,899,1873,206,82
100325,010725 14:02:00,010725 14:58:00,155,168,18,23,95,871,1291,150,64
100138,010725 09:44:00,010725 10:02:00,163,180,15,17,93,2778,397,110,64
100791,021225 14:05:00,021225 14:45:00,171,177,19,41,93,2612,1338,136,75
100814,011525 08:06:00,011525 08:55:00,166,168,10,14,93,3437,980,133,25
100199,013025 17:34:00,013025 18:38:00,164,171,16,19,94,158,1061,154,27
100022,021425 13:15:00,021425 13:32:00,156,175,18,28,99,3795,536,110,43
100738,021225 10:59:00,021225 11:13:00,163,176,19,36,98,2858,472,131,44
100073,010225 14:39:00,010225 15:40:00,141,157,14,46,90,627,832,123,76
100658,011525 13:06:00,011525 14:23:00,168,176,11,47,98,2289,2404,234,28
100123,011625 11:19:00,011625 12:16:00,144,173,18,34,93,711,1151,138,24
100859,010725 19:34:00,010725 19:47:00,147,179,13,15,96,1009,246,164,77
100424,011725 15:42:00,011725 16:01:00,165,175,18,19,98,2496,995,230,68
100839,010625 18:33:00,010625 19:42:00,143,144,19,29,94,2811,2381,135,46
100422,020625 19:01:00,020625 20:26:00,171,178,15,35,98,1654,2656,198,64
100461,011525 20:50:00,011525 21:04:00,139,141,16,31,97,830,442,234,60
100978,021325 08:46:00,021325 09:44:00,155,168,13,50,93,535,1402,242,80
100859,012225 20:12:00,012225 21:32:00,144,158,14,34,94,1843,2020,164,77
100427,011025 16:56:00,011025 17:24:00,148,160,13,34,95,1299,521,149,49
100317,020325 07:06:00,020325 07:26:00,150,159,16,42,96,2917,786,179,79
100119,020825 11:21:00,020825 11:37:00,152,176,17,27,95,3411,684,168,25
100661,020125 18:28:00,020125 18:52:00,135,139,17,39,95,1648,853,199,18
100393,012725 05:45:00,012725 06:44:00,164,167,13,32,97,2877,2507,240,20
100379,020525 19:27:00,020525 20:39:00,136,179,11,12,95,1918,2180,246,60
100022,020725 12:33:00,020725 13:30:00,139,180,18,40,92,1809,1231,110,43
100753,012225 09:55:00,012225 10:12:00,145,164,17,39,96,191,256,130,29
100449,020625 10:24:00,020625 11:32:00,141,169,19,21,91,1566,2648,199,79
100419,020825 15:39:00,020825 16:44:00,164,180,10,44,92,1812,1661,234,67
100268,021225 21:09:00,021225 22:09:00,139,139,18,29,99,1226,2446,240,80
100335,013025 13:24:00,013025 13:50:00,172,177,15,17,97,3816,1447,232,73
100816,012225 06:42:00,012225 07:02:00,146,167,19,44,95,1021,616,182,72
100927,012025 21:24:00,012025 22:16:00,157,170,15,22,92,1430,1669,215,76
100544,012825 16:57:00,012825 18:17:00,155,161,12,45,99,3306,3374,239,77
100288,010825 13:42:00,010825 15:11:00,161,179,10,44,94,1916,1841,185,41
100336,010125 14:46:00,010125 15:00:00,144,169,16,34,90,2831,493,163,78
100596,011925 07:39:00,011925 08:47:00,136,173,13,32,91,3953,2817,195,39
100312,011425 09:22:00,011425 10:45:00,148,177,13,37,99,1249,1188,116,79
100087,012825 11:46:00,012825 12:20:00,172,180,11,43,96,3302,1209,220,38
100613,020925 12:29:00,020925 13:08:00,162,165,12,29,90,1300,887,197,26
100745,011025 12:55:00,011025 14:20:00,160,165,20,32,93,1724,3747,206,63
100232,011125 10:35:00,011125 10:59:00,139,157,16,23,95,2102,604,135,21
100371,010225 15:06:00,010225 16:02:00,162,172,18,30,97,2153,1342,113,56
100256,012625 07:50:00,012625 09:04:00,146,163,17,21,95,1968,2463,173,68
100949,012725 16:23:00,012725 16:50:00,141,166,11,43,91,1752,774,242,73
100868,021425 18:29:00,021425 18:54:00,142,169,12,36,92,531,449,195,32
100270,011425 17:08:00,011425 18:14:00,161,163,20,48,94,874,1162,103,53
100485,012725 20:20:00,012725 21:39:00,171,172,14,37,92,2366,1377,101,29
100110,011625 05:37:00,011625 06:26:00,170,180,19,29,91,1998,2408,227,59
100649,020425 15:55:00,020425 17:01:00,140,173,15,50,92,2214,1324,112,40
100166,013025 13:26:00,013025 13:50:00,138,180,18,35,92,42,353,127,50
100847,011625 06:15:00,011625 07:10:00,135,170,10,41,92,1509,731,131,37
100302,011725 17:53:00,011725 18:56:00,168,169,20,48,93,240,1005,115,58
100860,012525 16:52:00,012525 17:23:00,164,167,13,40,94,2102,474,101,59
100784,010325 21:04:00,010325 21:15:00,149,157,20,30,97,2253,521,197,79
100547,011725 22:29:00,011725 23:51:00,170,175,14,36,92,235,843,106,70
100707,012125 22:58:00,012125 23:33:00,146,156,17,35,94,2436,1532,206,57
100341,012525 15:42:00,012525 16:05:00,153,168,14,30,97,324,239,104,78
100204,021325 09:56:00,021325 10:37:00,147,168,12,45,99,1801,863,161,60
100923,011525 09:17:00,011525 10:44:00,145,168,19,36,91,383,2257,187,59
100685,011125 07:51:00,011125 08:42:00,135,166,11,23,90,1689,1041,175,59
100222,020825 05:34:00,020825 05:51:00,170,176,13,38,91,2570,567,200,67
100272,012425 19:44:00,012425 21:00:00,141,167,13,41,98,263,1106,160,83
100511,010625 18:28:00,010625 18:43:00,162,166,14,33,90,883,255,142,78
100198,013025 19:02:00,013025 19:16:00,171,173,14,19,98,3158,331,118,51
100744,013025 13:28:00,013025 13:38:00,163,179,15,25,94,3695,440,187,85
100502,011225 16:53:00,011225 17:48:00,135,158,19,33,93,2553,1832,137,32
100496,020425 07:46:00,020425 08:07:00,150,179,15,20,92,1162,622,213,64
100777,010825 13:45:00,010825 15:05:00,140,180,16,20,93,2730,1848,109,62
100679,012925 16:31:00,012925 17:41:00,156,176,20,30,96,1102,1609,126,43
100017,012425 12:12:00,012425 12:35:00,165,168,17,45,90,2473,620,126,29
100919,011425 07:49:00,011425 09:09:00,168,178,12,40,97,432,1397,196,28
100385,020625 14:46:00,020625 15:53:00,160,167,11,34,99,2331,1966,218,45
100716,011325 18:18:00,011325 19:07:00,143,170,15,31,99,2461,1247,135,78
100467,021225 11:56:00,021225 12:31:00,161,161,15,18,99,1980,1042,175,70
100695,012925 18:23:00,012925 19:30:00,167,178,12,45,92,146,889,165,48
100136,012025 09:30:00,012025 09:48:00,135,165,12,48,90,2050,485,195,35
100202,011725 08:15:00,011725 09:45:00,171,176,15,29,90,166,1404,154,25
100074,012225 22:57:00,012225 00:22:00,164,175,12,34,95,647,1919,236,21
100074,011325 08:32:00,011325 09:33:00,166,174,20,27,99,113,1905,236,21
100049,011425 17:25:00,011425 18:37:00,146,174,16,36,91,10,1391,190,38
100227,012025 16:59:00,012025 17:55:00,154,170,16,41,94,2097,2358,226,50
100396,020325 08:24:00,020325 09:33:00,167,169,17,19,99,157,1200,152,68
100297,021225 08:16:00,021225 08:40:00,165,176,14,38,98,1717,760,212,65
100886,011525 08:22:00,011525 09:49:00,152,168,14,22,99,3962,4905,246,72
100446,012225 15:00:00,012225 15:26:00,158,174,13,45,94,1999,423,110,46
100114,010725 20:26:00,010725 20:56:00,148,161,18,35,94,2960,1785,239,36
100145,010625 17:44:00,010625 18:04:00,159,161,11,18,90,2086,615,241,56
100538,010925 10:17:00,010925 10:39:00,144,146,14,25,99,1483,357,115,21
100243,010125 19:22:00,010125 19:54:00,145,154,10,41,92,1948,739,205,74
100384,021125 05:55:00,021125 06:11:00,140,165,10,49,93,3151,277,121,32
100730,012525 06:17:00,012525 07:26:00,172,179,19,39,95,2150,3552,230,58
100534,010325 16:10:00,010325 16:35:00,138,174,13,23,91,3377,774,160,79
100859,010825 09:00:00,010825 09:46:00,165,168,18,28,93,2174,1607,164,77
100145,011225 17:37:00,011225 18:41:00,167,175,19,47,97,3444,4412,241,56
100711,012125 21:12:00,012125 22:33:00,137,172,20,28,90,3974,2789,105,80
100377,011725 11:19:00,011725 12:48:00,170,180,17,46,91,2700,3567,179,84
100680,011625 09:29:00,011625 10:47:00,163,176,18,19,94,1295,1916,142,19
100680,011525 11:16:00,011525 12:23:00,164,177,16,44,94,1945,1714,142,19
100993,021325 15:49:00,021325 17:10:00,161,168,10,17,90,3538,1994,161,21
100025,020225 05:22:00,020225 05:51:00,168,171,13,49,90,3846,897,148,82
100826,010425 12:12:00,010425 12:52:00,135,179,10,26,94,335,560,195,88
100848,012725 15:06:00,012725 16:22:00,137,162,15,45,94,2435,3320,233,22
100587,012625 15:59:00,012625 16:10:00,138,162,20,33,94,2468,467,169,68
100262,021025 17:30:00,021025 18:04:00,145,167,12,47,90,678,781,238,90
100544,010925 17:33:00,010925 18:37:00,169,175,20,24,97,3952,5000,239,77
100795,020225 17:10:00,020225 17:31:00,160,175,17,50,92,1415,534,151,28
100909,011325 09:17:00,011325 09:50:00,163,180,16,35,90,2683,1157,167,57
100028,013025 10:49:00,013025 11:43:00,158,158,17,22,91,3353,1429,105,29
100552,020925 15:07:00,020925 15:51:00,139,151,13,18,90,2216,1339,196,20
100078,021225 11:21:00,021225 11:59:00,135,158,10,22,90,2144,871,195,80
100474,012425 21:35:00,012425 22:05:00,158,173,15,34,92,1292,510,118,22
100257,020525 19:09:00,020525 19:22:00,148,165,19,32,94,214,422,249,31
100698,012625 20:26:00,012625 20:42:00,140,179,19,34,94,2205,663,183,82
100591,021425 18:34:00,021425 20:01:00,138,155,17,43,99,1257,2660,189,87
100835,012625 21:10:00,012625 21:39:00,142,154,13,49,98,1170,445,127,23
100218,011625 05:06:00,011625 05:19:00,163,176,12,35,97,3727,386,157,86
100134,012525 12:33:00,012525 13:08:00,144,159,15,28,91,38,745,221,21
100161,020825 20:48:00,020825 21:18:00,151,151,14,15,91,619,451,136,77
100207,020925 10:03:00,020925 10:34:00,139,167,19,42,91,2221,908,129,37
100933,012425 12:09:00,012425 13:37:00,142,170,20,49,91,3139,2639,105,53
100595,011325 12:25:00,011325 13:06:00,146,153,13,34,97,2504,905,134,74
100576,010225 10:22:00,010225 11:52:00,155,175,16,17,93,65,1609,172,54
100807,021325 15:29:00,021325 16:28:00,158,165,16,46,97,3118,2297,171,50
100439,010725 12:18:00,010725 12:37:00,164,170,19,32,97,196,382,155,89
100147,020725 15:16:00,020725 15:36:00,172,179,17,29,96,1512,469,136,33
100438,010325 13:19:00,010325 14:01:00,136,157,11,34,93,2935,947,149,55
100354,010725 18:09:00,010725 19:36:00,170,176,16,39,98,3003,4172,215,54
100642,011025 18:15:00,011025 19:23:00,139,152,11,14,93,170,774,153,30
100772,012725 12:03:00,012725 12:44:00,136,159,15,44,94,2471,1634,211,89
100775,020625 13:38:00,020625 14:20:00,135,146,17,35,94,719,582,100,27
100196,011425 06:26:00,011425 06:37:00,156,172,16,50,94,1577,439,242,45
100398,012325 05:37:00,012325 05:53:00,169,177,10,24,99,2919,428,195,69
100930,010825 12:03:00,010825 12:59:00,151,162,18,41,99,2914,3456,250,79
100900,012825 07:07:00,012825 08:22:00,159,172,12,47,92,1403,2091,235,40
100183,010125 22:39:00,010125 00:05:00,153,156,17,39,91,2934,4749,236,35
100322,011725 13:26:00,011725 14:03:00,142,146,15,30,94,523,998,235,45
100082,020125 16:46:00,020125 18:06:00,141,173,12,12,90,1524,1223,125,80
100798,020625 20:57:00,020625 21:29:00,139,142,14,18,91,844,907,239,53
100360,011225 08:58:00,011225 09:48:00,135,152,20,20,96,1303,1637,170,28
100415,011725 10:30:00,011725 10:54:00,171,177,14,26,97,2226,929,231,49
100176,021025 11:24:00,021025 12:22:00,153,167,20,22,95,1135,1922,180,54
100857,010225 15:14:00,010225 16:27:00,157,168,20,35,99,1322,1795,127,69
100944,012225 16:40:00,012225 17:09:00,143,145,16,39,94,2456,1433,246,63
100906,011425 14:13:00,011425 15:04:00,144,180,14,49,94,680,834,145,47
100314,020125 13:15:00,020125 13:52:00,165,174,15,24,92,1598,783,136,31
100116,012525 21:23:00,012525 22:53:00,143,159,10,20,98,464,817,121,28
100015,012525 05:09:00,012525 05:54:00,160,179,12,17,92,2639,1532,218,71
100743,020225 08:17:00,020225 08:57:00,145,166,18,41,92,2886,2161,220,32
100179,012325 10:34:00,012325 11:46:00,165,171,11,41,93,1629,1789,216,88
100846,010925 05:32:00,010925 06:59:00,158,160,14,36,93,1861,2139,159,83
100544,020125 10:45:00,020125 11:31:00,171,179,14,26,94,227,1063,239,77
100745,021425 09:07:00,021425 10:05:00,167,169,12,19,97,2594,1850,206,63
100917,020725 06:44:00,020725 08:05:00,143,166,17,28,95,3719,3644,168,49
100975,010125 10:09:00,010125 10:26:00,172,173,15,35,96,1323,407,165,57
100905,011625 08:58:00,011625 10:05:00,143,160,17,44,97,1590,1357,115,41
100696,013025 20:11:00,013025 21:40:00,154,170,20,50,99,1976,2785,138,79
100474,020925 14:04:00,020925 14:57:00,168,176,10,46,98,1820,684,118,22
100442,011425 19:43:00,011425 20:14:00,149,149,15,41,94,3736,1491,203,50
100678,012125 17:01:00,012125 17:12:00,150,159,14,17,99,2614,339,170,38
100834,021325 19:25:00,021325 19:41:00,154,173,15,16,94,1417,571,240,27
100127,021025 08:13:00,021025 09:37:00,135,161,16,24,99,1134,1249,101,66
100284,010125 13:55:00,010125 14:57:00,144,163,14,32,98,2175,1151,112,30
100639,011025 11:42:00,011025 11:56:00,153,154,16,50,97,3017,738,236,59
100512,010425 09:23:00,010425 10:43:00,136,157,11,39,96,943,1711,223,80
100903,012625 07:04:00,012625 08:14:00,145,147,12,36,93,60,1116,205,89
100766,012725 15:06:00,012725 16:11:00,162,174,18,47,96,3478,2392,135,28
100127,012625 06:51:00,012625 07:12:00,154,158,11,37,92,3751,369,101,66
100331,012825 07:44:00,012825 08:23:00,159,161,15,50,91,2346,1752,244,65
100805,021025 17:11:00,021025 17:53:00,155,178,15,21,95,2145,1245,168,59
100187,012225 05:42:00,012225 07:02:00,167,175,19,39,90,903,1729,132,76
100934,011125 08:15:00,011125 08:32:00,158,166,18,21,90,1506,652,210,76
100101,011425 06:53:00,011425 07:12:00,141,151,12,25,96,2816,558,182,81
100676,020325 19:30:00,020325 20:52:00,136,160,18,30,96,1809,3125,194,69
